drug,cell_line,y_true,y_pred,fold,rep,model,alpha,loss,seed,budget
crizotinib,PATU8988S_PANCREAS,0.7223840951919556,0.7793089559332269,2,X_pca,mlp,0.0,mse,43,50
crizotinib,PC3_PROSTATE,0.9259976744651794,0.7865649581660886,1,X_pca,mlp,0.0,mse,43,50
crizotinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0.7474130392074585,0.7787385503254315,1,X_pca,mlp,0.0,mse,43,50
crizotinib,PK45H_PANCREAS,0.8750272989273071,0.7877449228314896,4,X_pca,mlp,0.0,mse,43,50
crizotinib,PK59_PANCREAS,0.7208161354064941,0.7870872270786899,5,X_pca,mlp,0.0,mse,43,50
crizotinib,RCC10RGB_KIDNEY,0.8550746440887451,0.7813528471750251,5,X_pca,mlp,0.0,mse,43,50
crizotinib,RCM1_LARGE_INTESTINE,0.9028158187866211,0.7619738513603806,3,X_pca,mlp,0.0,mse,43,50
crizotinib,RD_SOFT_TISSUE,0.7103429436683655,0.7989100722517547,1,X_pca,mlp,0.0,mse,43,50
crizotinib,RERFLCAD1_LUNG,0.8617494702339172,0.7915252589394526,5,X_pca,mlp,0.0,mse,43,50
crizotinib,RERFLCAI_LUNG,0.767627477645874,0.8509606961966498,5,X_pca,mlp,0.0,mse,43,50
crizotinib,RT4_URINARY_TRACT,0.7829967141151428,0.7001976899380954,5,X_pca,mlp,0.0,mse,43,50
crizotinib,RVH421_SKIN,0.7584820985794067,0.7884493627308802,4,X_pca,mlp,0.0,mse,43,50
crizotinib,SCC25_UPPER_AERODIGESTIVE_TRACT,0.748374879360199,0.7301295634632917,2,X_pca,mlp,0.0,mse,43,50
crizotinib,SCC9_UPPER_AERODIGESTIVE_TRACT,0.8461494445800781,0.7573113835485358,2,X_pca,mlp,0.0,mse,43,50
crizotinib,SH10TC_STOMACH,0.8429513573646545,0.8203779959950352,5,X_pca,mlp,0.0,mse,43,50
crizotinib,SKES1_BONE,0.6841046810150146,0.7929906969542032,2,X_pca,mlp,0.0,mse,43,50
crizotinib,SKMEL2_SKIN,0.9290096163749695,0.8111158119163652,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SKMEL30_SKIN,0.8163827061653137,0.7657228497202606,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SKMEL5_SKIN,0.8229323029518127,0.7796105260800834,4,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU1079_BILIARY_TRACT,0.7359034419059753,0.8189464946315713,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU1214_UPPER_AERODIGESTIVE_TRACT,0.7623101472854614,0.7694295857180941,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU308_BILIARY_TRACT,0.8218324184417725,0.7664937858885907,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU423_LIVER,0.783464252948761,0.7874808033119958,4,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU449_LIVER,0.9006894826889038,0.7988859383349723,3,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU46_UPPER_AERODIGESTIVE_TRACT,0.7758119106292725,0.7563248872756958,4,X_pca,mlp,0.0,mse,43,50
crizotinib,SNU899_UPPER_AERODIGESTIVE_TRACT,0.7911052107810974,0.7484498447682484,2,X_pca,mlp,0.0,mse,43,50
crizotinib,SNUC4_LARGE_INTESTINE,0.901703953742981,0.7692297603895117,5,X_pca,mlp,0.0,mse,43,50
crizotinib,SQ1_LUNG,0.9046451449394226,0.7725030511868101,3,X_pca,mlp,0.0,mse,43,50
crizotinib,SU8686_PANCREAS,0.7019903659820557,0.689096468250926,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SW1088_CENTRAL_NERVOUS_SYSTEM,0.7814385294914246,0.7985712424851954,4,X_pca,mlp,0.0,mse,43,50
crizotinib,SW1271_LUNG,0.649318277835846,0.7790615636369457,1,X_pca,mlp,0.0,mse,43,50
crizotinib,SW1990_PANCREAS,0.8054224252700806,0.8031277320672324,5,X_pca,mlp,0.0,mse,43,50
crizotinib,SW579_THYROID,0.7491196393966675,0.7688621573733844,3,X_pca,mlp,0.0,mse,43,50
crizotinib,T47D_BREAST,0.8559684753417969,0.8228632511056926,1,X_pca,mlp,0.0,mse,43,50
crizotinib,TCCSUP_URINARY_TRACT,0.7408864498138428,0.7764521750468242,3,X_pca,mlp,0.0,mse,43,50
crizotinib,TE10_OESOPHAGUS,0.7655495405197144,0.7600877445582386,4,X_pca,mlp,0.0,mse,43,50
crizotinib,TE14_OESOPHAGUS,0.796092689037323,0.7528754119380114,1,X_pca,mlp,0.0,mse,43,50
crizotinib,TE1_OESOPHAGUS,0.7848196029663086,0.7784124320571862,4,X_pca,mlp,0.0,mse,43,50
crizotinib,TE6_OESOPHAGUS,0.7126893401145935,0.7654259173493636,2,X_pca,mlp,0.0,mse,43,50
crizotinib,TE9_OESOPHAGUS,0.7622002363204956,0.7500971692704386,2,X_pca,mlp,0.0,mse,43,50
crizotinib,TM31_CENTRAL_NERVOUS_SYSTEM,0.8138183355331421,0.7403973397509805,2,X_pca,mlp,0.0,mse,43,50
crizotinib,TOV112D_OVARY,0.8564976453781128,0.7593296682223295,2,X_pca,mlp,0.0,mse,43,50
crizotinib,UACC257_SKIN,0.7934483289718628,0.7386713606543122,1,X_pca,mlp,0.0,mse,43,50
crizotinib,UMUC1_URINARY_TRACT,0.6938395500183105,0.7558941490153976,1,X_pca,mlp,0.0,mse,43,50
crizotinib,VMCUB1_URINARY_TRACT,0.7650052905082703,0.7767962779709485,4,X_pca,mlp,0.0,mse,43,50
crizotinib,VMRCRCZ_KIDNEY,0.941386878490448,0.7557694854338964,2,X_pca,mlp,0.0,mse,43,50
crizotinib,YD38_UPPER_AERODIGESTIVE_TRACT,0.755638837814331,0.7768451454929817,4,X_pca,mlp,0.0,mse,43,50
crizotinib,ZR751_BREAST,0.7918342351913452,0.7987355902357008,1,X_pca,mlp,0.0,mse,43,50
afatinib,42MGBA_CENTRAL_NERVOUS_SYSTEM,0.7805805802345276,0.7692135883114053,4,X_pca,mlp,0.0,mse,43,50
afatinib,8305C_THYROID,0.6998212933540344,0.7202735521175243,4,X_pca,mlp,0.0,mse,43,50
afatinib,A204_SOFT_TISSUE,0.5940747857093811,0.7481519894599915,4,X_pca,mlp,0.0,mse,43,50
afatinib,A2058_SKIN,0.8065868616104126,0.66407024019024,5,X_pca,mlp,0.0,mse,43,50
afatinib,A375_SKIN,0.8633260726928711,0.6621305351514639,3,X_pca,mlp,0.0,mse,43,50
afatinib,ACCMESO1_PLEURA,0.8422542214393616,0.772543313326659,2,X_pca,mlp,0.0,mse,43,50
afatinib,ASPC1_PANCREAS,0.7379075288772583,0.7113070374932783,4,X_pca,mlp,0.0,mse,43,50
afatinib,BCPAP_THYROID,0.8028123378753662,0.7047528408859906,4,X_pca,mlp,0.0,mse,43,50
afatinib,BFTC909_KIDNEY,0.7964379191398621,0.7611871625943045,5,X_pca,mlp,0.0,mse,43,50
afatinib,BHY_UPPER_AERODIGESTIVE_TRACT,0.4559202492237091,0.551326949020912,3,X_pca,mlp,0.0,mse,43,50
afatinib,BICR16_UPPER_AERODIGESTIVE_TRACT,0.6293012499809265,0.64222899444823,5,X_pca,mlp,0.0,mse,43,50
afatinib,BICR31_UPPER_AERODIGESTIVE_TRACT,0.4663466513156891,0.6177646515350188,3,X_pca,mlp,0.0,mse,43,50
afatinib,BICR56_UPPER_AERODIGESTIVE_TRACT,0.4118909239768982,0.5162562783117648,3,X_pca,mlp,0.0,mse,43,50
afatinib,BICR6_UPPER_AERODIGESTIVE_TRACT,0.6503934264183044,0.6515250318533891,5,X_pca,mlp,0.0,mse,43,50
afatinib,BT474_BREAST,0.4684928059577942,0.6617239885330201,4,X_pca,mlp,0.0,mse,43,50
afatinib,BT549_BREAST,0.8341000080108643,0.7352625736616608,1,X_pca,mlp,0.0,mse,43,50
afatinib,CAKI2_KIDNEY,0.7030969262123108,0.6669441513020358,4,X_pca,mlp,0.0,mse,43,50
afatinib,CALU6_LUNG,0.8139838576316833,0.7208002091840257,3,X_pca,mlp,0.0,mse,43,50
afatinib,CAMA1_BREAST,0.9158909320831299,0.6973335110035139,3,X_pca,mlp,0.0,mse,43,50
afatinib,CAS1_CENTRAL_NERVOUS_SYSTEM,0.791459321975708,0.7735211127682736,1,X_pca,mlp,0.0,mse,43,50
afatinib,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,0.9214351773262024,0.7448045882752271,5,X_pca,mlp,0.0,mse,43,50
afatinib,COLO792_SKIN,0.6935831308364868,0.6845299421201333,2,X_pca,mlp,0.0,mse,43,50
afatinib,COV434_OVARY,0.7342209815979004,0.6802030198953368,4,X_pca,mlp,0.0,mse,43,50
afatinib,DETROIT562_UPPER_AERODIGESTIVE_TRACT,0.6405941247940063,0.584058771652678,2,X_pca,mlp,0.0,mse,43,50
afatinib,DKMG_CENTRAL_NERVOUS_SYSTEM,0.7595983147621155,0.7538849799395487,5,X_pca,mlp,0.0,mse,43,50
afatinib,EBC1_LUNG,0.7244137525558472,0.6579712324885911,3,X_pca,mlp,0.0,mse,43,50
afatinib,EFE184_ENDOMETRIUM,0.6966208815574646,0.6351675855558973,4,X_pca,mlp,0.0,mse,43,50
afatinib,EKVX_LUNG,0.5110589861869812,0.7981228497746873,2,X_pca,mlp,0.0,mse,43,50
afatinib,FTC133_THYROID,0.9659737944602966,0.6877750158309937,3,X_pca,mlp,0.0,mse,43,50
afatinib,GOS3_CENTRAL_NERVOUS_SYSTEM,0.7528745532035828,0.77679988757478,2,X_pca,mlp,0.0,mse,43,50
afatinib,HCC1428_BREAST,0.7840307950973511,0.7167024532641013,5,X_pca,mlp,0.0,mse,43,50
afatinib,HCC366_LUNG,0.6473970413208008,0.730222079128322,5,X_pca,mlp,0.0,mse,43,50
afatinib,HCC38_BREAST,0.8087549209594727,0.6850405672192573,5,X_pca,mlp,0.0,mse,43,50
afatinib,HCC56_LARGE_INTESTINE,0.7090833187103271,0.5713663393198841,3,X_pca,mlp,0.0,mse,43,50
afatinib,HDQP1_BREAST,0.6334633827209473,0.6582132801413536,3,X_pca,mlp,0.0,mse,43,50
afatinib,HEC151_ENDOMETRIUM,0.6328490376472473,0.707151865720749,4,X_pca,mlp,0.0,mse,43,50
afatinib,HEC251_ENDOMETRIUM,0.6270521283149719,0.6977347564474444,3,X_pca,mlp,0.0,mse,43,50
afatinib,HEC6_ENDOMETRIUM,0.7746643424034119,0.7379465632557128,1,X_pca,mlp,0.0,mse,43,50
afatinib,HEP3B217_LIVER,0.8157367706298828,0.7178712709475372,2,X_pca,mlp,0.0,mse,43,50
afatinib,HMC18_BREAST,0.7475526928901672,0.7328797420137164,2,X_pca,mlp,0.0,mse,43,50
afatinib,HOS_BONE,0.8421018123626709,0.6925657871117494,4,X_pca,mlp,0.0,mse,43,50
afatinib,HS852T_SKIN,0.6320256590843201,0.7043592392662426,3,X_pca,mlp,0.0,mse,43,50
afatinib,HT1080_SOFT_TISSUE,0.8211916089057922,0.6726687165886857,5,X_pca,mlp,0.0,mse,43,50
afatinib,HT1197_URINARY_TRACT,0.8161650896072388,0.6875205176907617,4,X_pca,mlp,0.0,mse,43,50
afatinib,HT55_LARGE_INTESTINE,0.5103926062583923,0.7200477620436682,1,X_pca,mlp,0.0,mse,43,50
afatinib,HUH28_BILIARY_TRACT,0.7897136211395264,0.7977953617521327,2,X_pca,mlp,0.0,mse,43,50
afatinib,HUPT3_PANCREAS,0.783348023891449,0.6930080753038911,5,X_pca,mlp,0.0,mse,43,50
afatinib,HUPT4_PANCREAS,0.4378226399421692,0.6617811492511204,5,X_pca,mlp,0.0,mse,43,50
afatinib,IALM_LUNG,0.7290401458740234,0.6429825773150284,4,X_pca,mlp,0.0,mse,43,50
afatinib,IGR1_SKIN,0.7011265158653259,0.6888619051308468,5,X_pca,mlp,0.0,mse,43,50
afatinib,IGR37_SKIN,0.7625454068183899,0.7251318000922629,2,X_pca,mlp,0.0,mse,43,50
afatinib,IM95_STOMACH,0.5054170489311218,0.6630859407218727,4,X_pca,mlp,0.0,mse,43,50
afatinib,JHH6_LIVER,0.9654181599617004,0.6615032929818607,3,X_pca,mlp,0.0,mse,43,50
afatinib,JHOC5_OVARY,0.5951809287071228,0.6164338810690518,5,X_pca,mlp,0.0,mse,43,50
afatinib,KALS1_CENTRAL_NERVOUS_SYSTEM,0.8067023158073425,0.7980086161858506,2,X_pca,mlp,0.0,mse,43,50
afatinib,KMRC3_KIDNEY,0.6892002820968628,0.7620544282757507,1,X_pca,mlp,0.0,mse,43,50
afatinib,KNS42_CENTRAL_NERVOUS_SYSTEM,0.7642861008644104,0.717320286603861,4,X_pca,mlp,0.0,mse,43,50
afatinib,KPL1_BREAST,0.8543511033058167,0.7452800098968588,3,X_pca,mlp,0.0,mse,43,50
afatinib,KPNSI9S_AUTONOMIC_GANGLIA,0.7285537719726562,0.6767441778219947,5,X_pca,mlp,0.0,mse,43,50
afatinib,KYSE520_OESOPHAGUS,0.6173625588417053,0.6435160917394301,2,X_pca,mlp,0.0,mse,43,50
afatinib,LMSU_STOMACH,0.8196011185646057,0.7127590658617955,2,X_pca,mlp,0.0,mse,43,50
afatinib,LNCAPCLONEFGC_PROSTATE,0.7637406587600708,0.747139922870222,2,X_pca,mlp,0.0,mse,43,50
afatinib,LS1034_LARGE_INTESTINE,0.7626612186431885,0.6208565031012444,4,X_pca,mlp,0.0,mse,43,50
afatinib,LS180_LARGE_INTESTINE,0.6832981109619141,0.608377995913709,3,X_pca,mlp,0.0,mse,43,50
afatinib,MCF7_BREAST,0.7744331359863281,0.8109984543773677,1,X_pca,mlp,0.0,mse,43,50
afatinib,MDAMB361_BREAST,0.5245832800865173,0.6064820704636751,1,X_pca,mlp,0.0,mse,43,50
afatinib,MFE319_ENDOMETRIUM,0.7174853086471558,0.6948817615733721,2,X_pca,mlp,0.0,mse,43,50
afatinib,MKN45_STOMACH,1.0346405506134033,0.6427040529453149,1,X_pca,mlp,0.0,mse,43,50
afatinib,MKN7_STOMACH,0.6611157655715942,0.741048899500869,5,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH1299_LUNG,0.7286441922187805,0.7246465820274995,2,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH1373_LUNG,0.7528212070465088,0.6808401706015191,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH1435_LUNG,0.4933393597602844,0.6658595778075943,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH1792_LUNG,0.7517090439796448,0.6858637585296287,4,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH1944_LUNG,0.679461658000946,0.7890065221682839,2,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2087_LUNG,0.6109737753868103,0.6386261337423977,5,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2110_LUNG,0.6842941641807556,0.6201186097147476,1,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2126_LUNG,0.6765623688697815,0.6795703798080935,4,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2170_LUNG,0.4427151679992676,0.6144760763141471,4,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2228_LUNG,0.7076731324195862,0.6667339527314625,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2444_LUNG,0.8108291625976562,0.6243390881059542,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH2452_PLEURA,0.6361785531044006,0.6949275336522596,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH292_LUNG,0.5946270227432251,0.5897320861547766,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH358_LUNG,0.4591236710548401,0.6686570942401886,1,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH460_LUNG,0.9436857104301453,0.6676522171483102,3,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH522_LUNG,0.6254833936691284,0.7507254312244745,2,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH650_LUNG,0.7707546949386597,0.7149601948217272,5,X_pca,mlp,0.0,mse,43,50
afatinib,NCIH747_LARGE_INTESTINE,0.5129129886627197,0.7034499481320381,5,X_pca,mlp,0.0,mse,43,50
afatinib,OAW28_OVARY,0.6439366340637207,0.6331601209522034,5,X_pca,mlp,0.0,mse,43,50
afatinib,ONCODG1_OVARY,0.5372920036315918,0.7016545180921201,2,X_pca,mlp,0.0,mse,43,50
afatinib,OSRC2_KIDNEY,0.7482349872589111,0.6514514561683412,3,X_pca,mlp,0.0,mse,43,50
afatinib,OUMS23_LARGE_INTESTINE,0.8016155362129211,0.7552119003278073,5,X_pca,mlp,0.0,mse,43,50
afatinib,OVCAR4_OVARY,0.6153212785720825,0.6924187776899169,1,X_pca,mlp,0.0,mse,43,50
afatinib,OVSAHO_OVARY,0.7032063603401184,0.7283119798231755,2,X_pca,mlp,0.0,mse,43,50
afatinib,OVTOKO_OVARY,0.6644402742385864,0.6580186637394736,2,X_pca,mlp,0.0,mse,43,50
afatinib,PANC0203_PANCREAS,0.8054366111755371,0.6187552757885145,3,X_pca,mlp,0.0,mse,43,50
afatinib,PATU8988S_PANCREAS,0.701394259929657,0.7675585243545595,2,X_pca,mlp,0.0,mse,43,50
afatinib,PC3_PROSTATE,0.820152997970581,0.7401273606796942,1,X_pca,mlp,0.0,mse,43,50
afatinib,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0.5759092569351196,0.6195041705476175,1,X_pca,mlp,0.0,mse,43,50
afatinib,PK45H_PANCREAS,0.7739125490188599,0.7555679518358294,4,X_pca,mlp,0.0,mse,43,50
afatinib,PK59_PANCREAS,0.7128807306289673,0.7749218457731707,5,X_pca,mlp,0.0,mse,43,50
afatinib,RCC10RGB_KIDNEY,0.7773939967155457,0.6405857443297881,5,X_pca,mlp,0.0,mse,43,50
afatinib,RCM1_LARGE_INTESTINE,0.7846431136131287,0.6019569868221879,3,X_pca,mlp,0.0,mse,43,50
afatinib,RD_SOFT_TISSUE,0.6733316779136658,0.7763566874909675,1,X_pca,mlp,0.0,mse,43,50
afatinib,RERFLCAD1_LUNG,0.8449095487594604,0.7385946325804471,5,X_pca,mlp,0.0,mse,43,50
afatinib,RERFLCAI_LUNG,0.7837137579917908,0.7823780910215715,5,X_pca,mlp,0.0,mse,43,50
afatinib,RT4_URINARY_TRACT,0.5986748933792114,0.7132116741729233,5,X_pca,mlp,0.0,mse,43,50
afatinib,RVH421_SKIN,0.7147262692451477,0.7305891857985173,4,X_pca,mlp,0.0,mse,43,50
afatinib,SCC25_UPPER_AERODIGESTIVE_TRACT,0.27695798873901367,0.6916545654060049,2,X_pca,mlp,0.0,mse,43,50
afatinib,SCC9_UPPER_AERODIGESTIVE_TRACT,0.5204415917396545,0.783438601368352,2,X_pca,mlp,0.0,mse,43,50
afatinib,SH10TC_STOMACH,0.8171871304512024,0.8181816896482071,5,X_pca,mlp,0.0,mse,43,50
afatinib,SKES1_BONE,0.7776396870613098,0.7764419946041736,2,X_pca,mlp,0.0,mse,43,50
afatinib,SKMEL2_SKIN,0.6926764845848083,0.6997970910607905,1,X_pca,mlp,0.0,mse,43,50
afatinib,SKNAS_AUTONOMIC_GANGLIA,0.7450849413871765,0.7197041258347773,2,X_pca,mlp,0.0,mse,43,50
afatinib,SNU1079_BILIARY_TRACT,0.30016279220581055,0.7080288112980045,1,X_pca,mlp,0.0,mse,43,50
afatinib,SNU308_BILIARY_TRACT,0.6170322299003601,0.6737284977385338,1,X_pca,mlp,0.0,mse,43,50
afatinib,SNU449_LIVER,0.7562255859375,0.6531910750460117,3,X_pca,mlp,0.0,mse,43,50
afatinib,SNU46_UPPER_AERODIGESTIVE_TRACT,0.7070208191871643,0.6562825575218363,4,X_pca,mlp,0.0,mse,43,50
afatinib,SNU738_CENTRAL_NERVOUS_SYSTEM,0.8224183320999146,0.7358467912296507,1,X_pca,mlp,0.0,mse,43,50
afatinib,SNU899_UPPER_AERODIGESTIVE_TRACT,0.7591167092323303,0.5342632255640375,2,X_pca,mlp,0.0,mse,43,50
afatinib,SNUC4_LARGE_INTESTINE,0.6135603785514832,0.6659056357959608,5,X_pca,mlp,0.0,mse,43,50
afatinib,SQ1_LUNG,0.5652294158935547,0.5854371005997938,3,X_pca,mlp,0.0,mse,43,50
afatinib,SW1088_CENTRAL_NERVOUS_SYSTEM,0.7634608745574951,0.7608105638064444,4,X_pca,mlp,0.0,mse,43,50
afatinib,SW1271_LUNG,0.7113705277442932,0.6955666034117989,1,X_pca,mlp,0.0,mse,43,50
afatinib,SW1990_PANCREAS,0.713200032711029,0.7447090102329317,5,X_pca,mlp,0.0,mse,43,50
afatinib,SW579_THYROID,0.7006264328956604,0.7836262704589949,3,X_pca,mlp,0.0,mse,43,50
afatinib,T47D_BREAST,0.7524663805961609,0.6597317948060877,1,X_pca,mlp,0.0,mse,43,50
afatinib,TCCSUP_URINARY_TRACT,0.7976297736167908,0.6840684930734997,3,X_pca,mlp,0.0,mse,43,50
afatinib,TE10_OESOPHAGUS,0.6215711236000061,0.59609148151254,4,X_pca,mlp,0.0,mse,43,50
afatinib,TE14_OESOPHAGUS,0.4506191611289978,0.6669148787667479,1,X_pca,mlp,0.0,mse,43,50
afatinib,TE1_OESOPHAGUS,0.7135472297668457,0.6576212384168384,4,X_pca,mlp,0.0,mse,43,50
afatinib,TE6_OESOPHAGUS,0.41391584277153015,0.671832038356691,2,X_pca,mlp,0.0,mse,43,50
afatinib,TE9_OESOPHAGUS,0.7153798341751099,0.639328743180921,2,X_pca,mlp,0.0,mse,43,50
afatinib,TM31_CENTRAL_NERVOUS_SYSTEM,0.7665950059890747,0.7246718129207348,2,X_pca,mlp,0.0,mse,43,50
afatinib,TOV112D_OVARY,0.8150071501731873,0.7483664101515061,2,X_pca,mlp,0.0,mse,43,50
afatinib,UACC257_SKIN,0.7827110886573792,0.707571486050115,1,X_pca,mlp,0.0,mse,43,50
afatinib,UMUC1_URINARY_TRACT,0.7934571504592896,0.6228968964010326,1,X_pca,mlp,0.0,mse,43,50
afatinib,VMCUB1_URINARY_TRACT,0.5197843313217163,0.651850875451475,4,X_pca,mlp,0.0,mse,43,50
afatinib,VMRCRCZ_KIDNEY,0.7667264938354492,0.6862659684816996,2,X_pca,mlp,0.0,mse,43,50
afatinib,YD38_UPPER_AERODIGESTIVE_TRACT,0.32698485255241394,0.6611964189662383,4,X_pca,mlp,0.0,mse,43,50
afatinib,ZR751_BREAST,0.7331831455230713,0.6630652205457965,1,X_pca,mlp,0.0,mse,43,50
doxorubicin,42MGBA_CENTRAL_NERVOUS_SYSTEM,0.5611410140991211,0.5239330002584973,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,8305C_THYROID,0.5387490391731262,0.5530626421920095,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,A204_SOFT_TISSUE,0.3751550614833832,0.5761650953292846,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,A2058_SKIN,0.4950177073478699,0.5613894115905372,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,A375_SKIN,0.5054274201393127,0.6152072180986002,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,ACCMESO1_PLEURA,0.6358495950698853,0.6196683152222339,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,ASPC1_PANCREAS,0.7291187644004822,0.675414856548967,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,BCPAP_THYROID,0.5380156636238098,0.5240952982322166,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,BFTC909_KIDNEY,0.585321843624115,0.5839501083054455,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,BHY_UPPER_AERODIGESTIVE_TRACT,0.4835294783115387,0.5640457167707641,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,BICR16_UPPER_AERODIGESTIVE_TRACT,0.6258533000946045,0.550313228706144,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,BICR31_UPPER_AERODIGESTIVE_TRACT,0.5435177683830261,0.5509730281849061,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,BICR56_UPPER_AERODIGESTIVE_TRACT,0.6303225755691528,0.48165181389561407,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,BICR6_UPPER_AERODIGESTIVE_TRACT,0.5066924095153809,0.5501654442998912,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,BT474_BREAST,0.7362895607948303,0.6337071037292481,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,BT549_BREAST,0.5603541731834412,0.6060344408777424,1,X_pca,mlp,0.0,mse,44,50
doxorubicin,CAKI2_KIDNEY,0.8098970055580139,0.6441016424474099,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,CALU6_LUNG,0.6933369636535645,0.6503551579261011,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,CAMA1_BREAST,0.6567535400390625,0.4961281985146893,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,CAS1_CENTRAL_NERVOUS_SYSTEM,0.4726645350456238,0.5704293329464761,1,X_pca,mlp,0.0,mse,44,50
doxorubicin,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,0.624411404132843,0.5886605637587183,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,COLO741_SKIN,0.8535335659980774,0.590440597215322,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,COLO792_SKIN,0.6422173380851746,0.5769035197052129,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,COV434_OVARY,0.3253573477268219,0.5431890809400515,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,DETROIT562_UPPER_AERODIGESTIVE_TRACT,0.6028164625167847,0.511340829126674,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,DKMG_CENTRAL_NERVOUS_SYSTEM,0.5278626680374146,0.5527643785705426,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,EBC1_LUNG,0.4876810908317566,0.6118984888958675,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,EFE184_ENDOMETRIUM,0.8111908435821533,0.6643749246763628,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,EFM192A_BREAST,0.5801385045051575,0.6214608680736553,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,EKVX_LUNG,0.7006396651268005,0.5482899179197338,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,FTC133_THYROID,0.54218590259552,0.597170480447156,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,GOS3_CENTRAL_NERVOUS_SYSTEM,0.5780242085456848,0.5771260690626674,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,HCC1428_BREAST,0.6737597584724426,0.6248422964351383,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,HCC366_LUNG,0.6135154962539673,0.6069951851179104,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,HCC38_BREAST,0.5100096464157104,0.6471731191873551,5,X_pca,mlp,0.0,mse,44,50
doxorubicin,HCC56_LARGE_INTESTINE,0.810954749584198,0.6221074588371046,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,HDQP1_BREAST,0.7888896465301514,0.585753919556737,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,HEC151_ENDOMETRIUM,0.40951746702194214,0.6002920801639557,4,X_pca,mlp,0.0,mse,44,50
doxorubicin,HEC251_ENDOMETRIUM,0.5875652432441711,0.5884493193893789,3,X_pca,mlp,0.0,mse,44,50
doxorubicin,HEC6_ENDOMETRIUM,0.5559057593345642,0.5613112440390616,1,X_pca,mlp,0.0,mse,44,50
doxorubicin,HEP3B217_LIVER,0.7229253053665161,0.49003517577203654,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,HMC18_BREAST,0.4536672532558441,0.5511136714102058,2,X_pca,mlp,0.0,mse,44,50
doxorubicin,HOS_BONE,0.5812419056892395,0.5291874943653838,4,X_pca,mlp,0.0,mse,44,50
